,Location Name,Part Name,Received Date,Kitting Boxing Date,CycleCount,Serial Number,Parameter,DC_Status,Lower Limit,Measurement MIN,Measurement MAX,Measurement AVG,Upper Limit
78,Location 1,Part 1,11/11/2015 23:51,11/18/2015 12:17:10 PM,8,SN1,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.635,17.635,17.635,17.656
79,Location 1,Part 1,11/11/2015 23:51,11/18/2015 12:17:10 PM,8,SN1,CDI - Upper Lip Radial Thickness,Pass,0.326,0.343,0.343,0.343,0.364
80,Location 1,Part 1,11/11/2015 23:51,11/18/2015 12:17:10 PM,8,SN1,CDI - Avg Wall Cell Thickness,Pass,0.126,0.1376,0.1376,0.1376,0.141
81,Location 1,Part 1,11/11/2015 23:51,11/18/2015 12:17:10 PM,8,SN1,CDI - Miscellaneous- Distance,Pass,0.572,0.584,0.584,0.584,0.592
82,Location 1,Part 1,11/11/2015 23:51,11/18/2015 12:17:10 PM,8,SN1,Surface Roughness- Post Blast,Pass,200.0,211.0,244.0,227.0,300.0
83,Location 1,Part 1,11/11/2015 23:51,11/18/2015 12:17:10 PM,8,SN1,Inner Honey Comb Ra (L1 - L6),Pass,0.0,119.0,175.0,137.1666667,1000.0
84,Location 1,Part 1,11/11/2015 23:51,11/18/2015 12:17:10 PM,8,SN1,"UV Inspection 1=Pass, 0=Fail",Pass,0.0,1.0,1.0,1.0,1.0
85,Location 1,Part 1,11/11/2015 23:51,11/18/2015 12:17:10 PM,8,SN1,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0.0,0.0,0.0,0.0,1.0
86,Location 1,Part 1,1/25/2016 9:55:34 PM,02/01/2016 13:00,9,SN1,Incoming Weight,Pass,15.0,29.4,29.4,29.4,50.0
87,Location 1,Part 1,1/25/2016 9:55:34 PM,02/01/2016 13:00,9,SN1,Post Strip Weight,Pass,15.0,19.0,19.0,19.0,50.0
88,Location 1,Part 1,1/25/2016 9:55:34 PM,02/01/2016 13:00,9,SN1,CDI - Flatness,Pass,0.0,0.0009,0.0009,0.0009,0.002
89,Location 1,Part 1,1/25/2016 9:55:34 PM,02/01/2016 13:00,9,SN1,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.635,17.635,17.635,17.656
90,Location 1,Part 1,1/25/2016 9:55:34 PM,02/01/2016 13:00,9,SN1,CDI - Upper Lip Radial Thickness,Pass,0.326,0.3434,0.3434,0.3434,0.364
91,Location 1,Part 1,1/25/2016 9:55:34 PM,02/01/2016 13:00,9,SN1,CDI - Avg Wall Cell Thickness,Pass,0.126,0.1388,0.1388,0.1388,0.141
92,Location 1,Part 1,1/25/2016 9:55:34 PM,02/01/2016 13:00,9,SN1,CDI - Miscellaneous- Distance,Pass,0.572,0.584,0.584,0.584,0.592
93,Location 1,Part 1,1/25/2016 9:55:34 PM,02/01/2016 13:00,9,SN1,Surface Roughness- Post Blast,Pass,200.0,267.8,283.6,277.825,300.0
94,Location 1,Part 1,1/25/2016 9:55:34 PM,02/01/2016 13:00,9,SN1,Inner Honey Comb Ra (L1 - L6),Pass,0.0,115.7,224.3,179.4833333,1000.0
95,Location 1,Part 1,1/25/2016 9:55:34 PM,02/01/2016 13:00,9,SN1,"UV Inspection 1=Pass, 0=Fail",Pass,0.0,1.0,1.0,1.0,1.0
96,Location 1,Part 1,1/25/2016 9:55:34 PM,02/01/2016 13:00,9,SN1,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0.0,1.0,1.0,1.0,1.0
97,Location 1,Part 1,2/19/2016 9:48:12 PM,03/01/2016 14:04,10,SN1,Incoming Weight,Pass,15.0,25.0,25.0,25.0,50.0
98,Location 1,Part 1,2/19/2016 9:48:12 PM,03/01/2016 14:04,10,SN1,Post Strip Weight,Pass,15.0,19.2,19.2,19.2,50.0
99,Location 1,Part 1,2/19/2016 9:48:12 PM,03/01/2016 14:04,10,SN1,CDI - Flatness,Pass,0.0,0.0008,0.0008,0.0008,0.002
100,Location 1,Part 1,2/19/2016 9:48:12 PM,03/01/2016 14:04,10,SN1,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.6358,17.6358,17.6358,17.656
101,Location 1,Part 1,2/19/2016 9:48:12 PM,03/01/2016 14:04,10,SN1,CDI - Upper Lip Radial Thickness,Pass,0.326,0.3434,0.3434,0.3434,0.364
102,Location 1,Part 1,2/19/2016 9:48:12 PM,03/01/2016 14:04,10,SN1,CDI - Avg Wall Cell Thickness,Pass,0.126,0.1382,0.1382,0.1382,0.141
103,Location 1,Part 1,2/19/2016 9:48:12 PM,03/01/2016 14:04,10,SN1,CDI - Miscellaneous- Distance,Pass,0.572,0.5849,0.5849,0.5849,0.592
104,Location 1,Part 1,2/19/2016 9:48:12 PM,03/01/2016 14:04,10,SN1,Surface Roughness- Post Blast,Pass,200.0,234.0,247.0,240.25,300.0
105,Location 1,Part 1,2/19/2016 9:48:12 PM,03/01/2016 14:04,10,SN1,Inner Honey Comb Ra (L1 - L6),Pass,0.0,129.0,142.0,135.3333333,1000.0
106,Location 1,Part 1,2/19/2016 9:48:12 PM,03/01/2016 14:04,10,SN1,"UV Inspection 1=Pass, 0=Fail",Pass,0.0,1.0,1.0,1.0,1.0
107,Location 1,Part 1,2/19/2016 9:48:12 PM,03/01/2016 14:04,10,SN1,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0.0,1.0,1.0,1.0,1.0
108,Location 1,Part 1,04/01/2016 20:48,4/13/2016 2:28:29 PM,11,SN1,Incoming Weight,Pass,15.0,31.6,31.6,31.6,50.0
109,Location 1,Part 1,04/01/2016 20:48,4/13/2016 2:28:29 PM,11,SN1,Post Strip Weight,Pass,15.0,19.2,19.2,19.2,50.0
110,Location 1,Part 1,04/01/2016 20:48,4/13/2016 2:28:29 PM,11,SN1,CDI - Flatness,Pass,0.0,0.002,0.002,0.002,0.002
111,Location 1,Part 1,04/01/2016 20:48,4/13/2016 2:28:29 PM,11,SN1,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.6363,17.6363,17.6363,17.656
112,Location 1,Part 1,04/01/2016 20:48,4/13/2016 2:28:29 PM,11,SN1,CDI - Upper Lip Radial Thickness,Pass,0.326,0.3428,0.3428,0.3428,0.364
113,Location 1,Part 1,04/01/2016 20:48,4/13/2016 2:28:29 PM,11,SN1,CDI - Avg Wall Cell Thickness,Pass,0.126,0.1382,0.1382,0.1382,0.141
114,Location 1,Part 1,04/01/2016 20:48,4/13/2016 2:28:29 PM,11,SN1,CDI - Miscellaneous- Distance,Pass,0.572,0.5847,0.5847,0.5847,0.592
115,Location 1,Part 1,04/01/2016 20:48,4/13/2016 2:28:29 PM,11,SN1,Surface Roughness- Post Blast,Pass,200.0,256.0,270.0,263.75,300.0
116,Location 1,Part 1,04/01/2016 20:48,4/13/2016 2:28:29 PM,11,SN1,Inner Honey Comb Ra (L1 - L6),Pass,0.0,233.0,280.0,261.5,1000.0
117,Location 1,Part 1,04/01/2016 20:48,4/13/2016 2:28:29 PM,11,SN1,"UV Inspection 1=Pass, 0=Fail",Pass,0.0,1.0,1.0,1.0,1.0
118,Location 1,Part 1,04/01/2016 20:48,4/13/2016 2:28:29 PM,11,SN1,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0.0,1.0,1.0,1.0,1.0
119,Location 2,Part 1,05/09/2016 22:00,5/19/2016 5:31:27 PM,12,SN1,Incoming Weight,Pass,15.0,24.4,24.4,24.4,50.0
120,Location 2,Part 1,05/09/2016 22:00,5/19/2016 5:31:27 PM,12,SN1,Post Strip Weight,Pass,15.0,19.4,19.4,19.4,50.0
121,Location 2,Part 1,05/09/2016 22:00,5/19/2016 5:31:27 PM,12,SN1,CDI - Flatness,Pass,0.0,0.001,0.001,0.001,0.002
122,Location 2,Part 1,05/09/2016 22:00,5/19/2016 5:31:27 PM,12,SN1,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.638,17.638,17.638,17.656
123,Location 2,Part 1,05/09/2016 22:00,5/19/2016 5:31:27 PM,12,SN1,CDI - Upper Lip Radial Thickness,Pass,0.326,0.343,0.343,0.343,0.364
124,Location 2,Part 1,05/09/2016 22:00,5/19/2016 5:31:27 PM,12,SN1,CDI - Avg Wall Cell Thickness,Pass,0.126,0.134,0.134,0.134,0.141
125,Location 2,Part 1,05/09/2016 22:00,5/19/2016 5:31:27 PM,12,SN1,CDI - Distance,Pass,0.572,0.584,0.584,0.584,0.592
126,Location 2,Part 1,05/09/2016 22:00,5/19/2016 5:31:27 PM,12,SN1,Surface Roughness- Post Blast,Pass,200.0,239.0,267.0,255.25,300.0
127,Location 2,Part 1,05/09/2016 22:00,5/19/2016 5:31:27 PM,12,SN1,Inner Cells,Pass,0.0,158.0,226.0,185.0,1000.0
128,Location 2,Part 1,05/09/2016 22:00,5/19/2016 5:31:27 PM,12,SN1,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0.0,0.0,0.0,0.0,1.0
129,Location 2,Part 1,06/01/2016 20:40,6/14/2016 3:52:48 PM,13,SN1,Incoming Weight,Pass,15.0,29.8,29.8,29.8,50.0
130,Location 2,Part 1,06/01/2016 20:40,6/14/2016 3:52:48 PM,13,SN1,Post Strip Weight,Pass,15.0,19.4,19.4,19.4,50.0
131,Location 2,Part 1,06/01/2016 20:40,6/14/2016 3:52:48 PM,13,SN1,CDI - Flatness,Pass,0.0,0.001,0.001,0.001,0.002
132,Location 2,Part 1,06/01/2016 20:40,6/14/2016 3:52:48 PM,13,SN1,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.638,17.638,17.638,17.656
133,Location 2,Part 1,06/01/2016 20:40,6/14/2016 3:52:48 PM,13,SN1,CDI - Upper Lip Radial Thickness,Pass,0.326,0.341,0.341,0.341,0.364
134,Location 2,Part 1,06/01/2016 20:40,6/14/2016 3:52:48 PM,13,SN1,CDI - Avg Wall Cell Thickness,Pass,0.126,0.136,0.136,0.136,0.141
135,Location 2,Part 1,06/01/2016 20:40,6/14/2016 3:52:48 PM,13,SN1,CDI - Distance,Pass,0.572,0.585,0.585,0.585,0.592
136,Location 2,Part 1,06/01/2016 20:40,6/14/2016 3:52:48 PM,13,SN1,Surface Roughness- Post Blast,Pass,200.0,247.0,299.0,265.5,300.0
137,Location 2,Part 1,06/01/2016 20:40,6/14/2016 3:52:48 PM,13,SN1,Inner Cells,Pass,0.0,44.0,267.0,111.0,1000.0
138,Location 2,Part 1,06/01/2016 20:40,6/14/2016 3:52:48 PM,13,SN1,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0.0,0.0,0.0,0.0,1.0
139,Location 2,Part 1,6/29/2016 4:26:55 PM,07/08/2016 19:16,14,SN1,Incoming Weight,Pass,15.0,29.2,29.2,29.2,50.0
140,Location 2,Part 1,6/29/2016 4:26:55 PM,07/08/2016 19:16,14,SN1,Incoming Weight,Pass,15.0,29.2,29.2,29.2,50.0
141,Location 2,Part 1,6/29/2016 4:26:55 PM,07/08/2016 19:16,14,SN1,Post Strip Weight,Pass,15.0,19.2,19.2,19.2,50.0
142,Location 2,Part 1,6/29/2016 4:26:55 PM,07/08/2016 19:16,14,SN1,Post Strip Weight,Pass,15.0,19.2,19.2,19.2,50.0
143,Location 2,Part 1,6/29/2016 4:26:55 PM,07/08/2016 19:16,14,SN1,CDI - Flatness,Pass,0.0,0.001,0.001,0.001,0.002
144,Location 2,Part 1,6/29/2016 4:26:55 PM,07/08/2016 19:16,14,SN1,CDI - Flatness,Pass,0.0,0.001,0.001,0.001,0.002
145,Location 2,Part 1,6/29/2016 4:26:55 PM,07/08/2016 19:16,14,SN1,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.641,17.641,17.641,17.656
146,Location 2,Part 1,6/29/2016 4:26:55 PM,07/08/2016 19:16,14,SN1,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.641,17.641,17.641,17.656
147,Location 2,Part 1,6/29/2016 4:26:55 PM,07/08/2016 19:16,14,SN1,CDI - Upper Lip Radial Thickness,Pass,0.326,0.341,0.341,0.341,0.364
148,Location 2,Part 1,6/29/2016 4:26:55 PM,07/08/2016 19:16,14,SN1,CDI - Upper Lip Radial Thickness,Pass,0.326,0.341,0.341,0.341,0.364
149,Location 2,Part 1,6/29/2016 4:26:55 PM,07/08/2016 19:16,14,SN1,CDI - Avg Wall Cell Thickness,Pass,0.126,0.135,0.135,0.135,0.141
150,Location 2,Part 1,6/29/2016 4:26:55 PM,07/08/2016 19:16,14,SN1,CDI - Avg Wall Cell Thickness,Pass,0.126,0.135,0.135,0.135,0.141
151,Location 2,Part 1,6/29/2016 4:26:55 PM,07/08/2016 19:16,14,SN1,CDI - Distance,Pass,0.572,0.586,0.586,0.586,0.592
152,Location 2,Part 1,6/29/2016 4:26:55 PM,07/08/2016 19:16,14,SN1,CDI - Distance,Pass,0.572,0.586,0.586,0.586,0.592
153,Location 2,Part 1,6/29/2016 4:26:55 PM,07/08/2016 19:16,14,SN1,Surface Roughness- Post Blast,Pass,200.0,239.0,254.0,247.0,300.0
154,Location 2,Part 1,6/29/2016 4:26:55 PM,07/08/2016 19:16,14,SN1,Surface Roughness- Post Blast,Pass,200.0,239.0,254.0,247.0,300.0
155,Location 2,Part 1,6/29/2016 4:26:55 PM,07/08/2016 19:16,14,SN1,Inner Cells,Pass,0.0,196.0,262.0,224.0,1000.0
156,Location 2,Part 1,6/29/2016 4:26:55 PM,07/08/2016 19:16,14,SN1,Inner Cells,Pass,0.0,196.0,262.0,224.0,1000.0
157,Location 2,Part 1,6/29/2016 4:26:55 PM,07/08/2016 19:16,14,SN1,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0.0,0.0,0.0,0.0,1.0
158,Location 2,Part 1,6/29/2016 4:26:55 PM,07/08/2016 19:16,14,SN1,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0.0,0.0,0.0,0.0,1.0
159,Location 2,Part 1,9/27/2016 4:14:32 PM,10/01/2016 2:33,15,SN1,Incoming Weight,Pass,15.0,30.0,30.0,30.0,50.0
160,Location 2,Part 1,9/27/2016 4:14:32 PM,10/01/2016 2:33,15,SN1,Incoming Weight,Pass,15.0,30.0,30.0,30.0,50.0
161,Location 2,Part 1,9/27/2016 4:14:32 PM,10/01/2016 2:33,15,SN1,Post Strip Weight,Pass,15.0,19.2,19.2,19.2,50.0
